IXUS,iShares Core MSCI Total International Stock ETF,NASDAQ,$6.26B,$1559.50,n/a
AMCX,AMC Networks Inc.,NASDAQ,$3.72B,$6194.78,Consumer Services
EEP,"Enbridge Energy, L.P.",NYSE,$6.76B,$4560.99,Energy
SNC,"State National Companies, Inc.",NASDAQ,$736.77M,$7468.33,Finance
MPAC,Matlin & Partners Acquisition Corporation,NASDAQ,$393.25M,$2095.30,Finance
CLGX,"CoreLogic, Inc.",NYSE,$3.61B,$2083.31,Technology
ABY,Atlantica Yield plc,NASDAQ,$2.05B,$6909.31,Public Utilities
ETY,Eaton Vance Tax-Managed Diversified Equity Income Fund,NYSE,$1.73B,$9533.55,n/a
TGEN,Tecogen Inc.,NASDAQ,$65.74M,$7301.75,Capital Goods
SWNC,Southwestern Energy Company,NYSE,n/a,$1942.08,Energy
NE,Noble Corporation,NYSE,$920.02M,$5172.32,Energy
SAN^I,"Banco Santander, S.A.",NYSE,n/a,$2560.73,n/a
EQS,"Equus Total Return, Inc.",NYSE,$30.96M,$7426.34,n/a
SUP,"Superior Industries International, Inc.",NYSE,$479.46M,$5289.82,Capital Goods
HUBG,"Hub Group, Inc.",NASDAQ,$1.28B,$2337.10,Transportation
OEC,Orion Engineered Carbons S.A,NYSE,$1.13B,$7997.80,Basic Industries
UCFC,United Community Financial Corp.,NASDAQ,$433.25M,$5995.46,Finance
REN           ,Resolute Energy Corporation,NYSE,$684.03M,$2982.44,Energy
SRLP,Sprague Resources LP,NYSE,$671.8M,$8069.20,Energy
OTTW,"Ottawa Bancorp, Inc.",NASDAQ,$48.54M,$2008.72,Finance
OME,Omega Protein Corporation,NYSE,$390.47M,$3295.75,Consumer Non-Durables
DEPO,"Depomed, Inc.",NASDAQ,$592.24M,$2117.24,Health Care
ATRO,Astronics Corporation,NASDAQ,$883.27M,$4087.07,Capital Goods
ALEX,"Alexander & Baldwin Holdings, Inc.",NYSE,$2.05B,$4911.21,Finance
NVCN,Neovasc Inc.,NASDAQ,$111.64M,$5626.69,Health Care
BDE,"Black Diamond, Inc.",NASDAQ,$195.09M,$5477.79,Consumer Non-Durables
MPO,"MIDSTATES PETROLEUM COMPANY, INC.",NYSE,$364.19M,$6597.81,Energy
CGIX,"Cancer Genetics, Inc.",NASDAQ,$72.13M,$5219.42,Health Care
BNED,"Barnes & Noble Education, Inc",NYSE,$478.88M,$9344.58,Consumer Services
ATOM,Atomera Incorporated,NASDAQ,$52.17M,$4767.32,Technology
MGF,MFS Government Markets Income Trust,NYSE,$162.35M,$3983.67,n/a
OFC,Corporate Office Properties Trust,NYSE,$3.52B,$1201.60,Consumer Services
HL,Hecla Mining Company,NYSE,$2B,$9336.50,Basic Industries
BGCA,"BGC Partners, Inc.",NYSE,n/a,$1502.75,Finance
FFNW,"First Financial Northwest, Inc.",NASDAQ,$185.4M,$8493.71,Finance
GURE,"Gulf Resources, Inc.",NASDAQ,$78.61M,$4409.83,Basic Industries
CG,The Carlyle Group L.P.,NASDAQ,$5.99B,$3683.99,Finance
CE,Celanese Corporation,NYSE,$12.76B,$8848.33,Basic Industries
VRSN,"VeriSign, Inc.",NASDAQ,$9.38B,$5217.99,Technology
TA,TravelCenters of America LLC,NASDAQ,$142.26M,$4021.09,Consumer Durables
PLNT,"Planet Fitness, Inc.",NYSE,$2.24B,$9636.11,Consumer Services
KPTI,Karyopharm Therapeutics Inc.,NASDAQ,$427.83M,$9603.25,Health Care
WFC^R,Wells Fargo & Company,NYSE,n/a,$9679.40,n/a
HYI,Western Asset High Yield Defined Opportunity Fund Inc.,NYSE,$353.6M,$6615.32,n/a
AMCN,AirMedia Group Inc,NASDAQ,$95.78M,$3702.76,Technology
THR,"Thermon Group Holdings, Inc.",NYSE,$608.57M,$3704.85,Energy
DMTX,"Dimension Therapeutics, Inc.",NASDAQ,$31.3M,$2036.36,Health Care
FTR,Frontier Communications Corporation,NASDAQ,$1.64B,$6714.66,Public Utilities
BSM,"Black Stone Minerals, L.P.",NYSE,$3B,$3146.99,Energy
CUI,"CUI Global, Inc.",NASDAQ,$68.75M,$4157.70,Consumer Non-Durables
TRNS,"Transcat, Inc.",NASDAQ,$84.17M,$7159.49,Capital Goods
GNE,Genie Energy Ltd.,NYSE,$194.94M,$7929.95,Public Utilities
BITA,Bitauto Holdings Limited,NYSE,$1.91B,$1257.93,Technology
EVLMC,Eaton Vance NextShares Trust II,NASDAQ,n/a,$1414.58,n/a
LFGR,Leaf Group Ltd.,NYSE,$162.87M,$4943.92,Technology
WUBA,58.com Inc.,NYSE,$5.96B,$6525.17,Technology
JAX,"J. Alexander's Holdings, Inc.",NYSE,$172.67M,$9547.19,Consumer Services
SPPI,"Spectrum Pharmaceuticals, Inc.",NASDAQ,$522.68M,$1798.03,Health Care
VEACU,Vantage Energy Acquisition Corp.,NASDAQ,n/a,$1958.91,Finance
MYJ,"Blackrock MuniYield New Jersey Fund, Inc.",NYSE,$229.85M,$4938.33,n/a
TNET,"TriNet Group, Inc.",NYSE,$2.17B,$8102.81,Miscellaneous
TCRZ,"THL Credit, Inc.",NYSE,n/a,$4013.29,n/a
ADM,Archer-Daniels-Midland Company,NYSE,$24.19B,$7369.89,Consumer Non-Durables
GLA,"GlassBridge Enterprises, Inc.",NYSE,$15.97M,$2962.79,Technology
RDIB,Reading International Inc,NASDAQ,$404.69M,$8060.31,Consumer Services
TRR,"TRC Companies, Inc.",NYSE,$555.08M,$8886.45,Consumer Services
MKSI,"MKS Instruments, Inc.",NASDAQ,$3.96B,$9530.57,Capital Goods
COBZ,CoBiz Financial Inc.,NASDAQ,$691.58M,$4168.03,Finance
PNK,"Pinnacle Entertainment, Inc.",NASDAQ,$1.16B,$9711.11,Consumer Services
EZPW,"EZCORP, Inc.",NASDAQ,$491.34M,$9522.15,Consumer Services
MBTF,M B T Financial Corp,NASDAQ,$229.8M,$1372.45,Finance
DRNA,"Dicerna Pharmaceuticals, Inc.",NASDAQ,$124.4M,$5333.98,Health Care
NRZ,New Residential Investment Corp.,NYSE,$5.14B,$9359.17,Consumer Services
RAS,RAIT Financial Trust,NYSE,$209.48M,$3751.77,Consumer Services
PBIP,"Prudential Bancorp, Inc.",NASDAQ,$165.3M,$2119.42,Finance
SHLD,Sears Holdings Corporation,NASDAQ,$715.46M,$5222.21,Consumer Services
PPX,"PPL Capital Funding, Inc.",NYSE,n/a,$4986.22,Public Utilities
TSBK,"Timberland Bancorp, Inc.",NASDAQ,$177.78M,$4548.87,Finance
CASM,"CAS Medical Systems, Inc.",NASDAQ,$28.79M,$4275.57,Health Care
NICE,NICE Ltd,NASDAQ,$4.69B,$4866.74,Technology
ALOG,Analogic Corporation,NASDAQ,$844.88M,$9701.39,Capital Goods
QTWO,"Q2 Holdings, Inc.",NYSE,$1.56B,$1320.46,Technology
HPE,Hewlett Packard Enterprise Company,NYSE,$27.09B,$2800.43,Technology
JMF,Nuveen Energy MLP Total Return Fund,NYSE,$491.02M,$3221.67,n/a
SLAB,"Silicon Laboratories, Inc.",NASDAQ,$3B,$9568.31,Technology
ABTX,"Allegiance Bancshares, Inc.",NASDAQ,$514.79M,$2649.10,Finance
BBT^E,BB&T Corporation,NYSE,n/a,$6441.72,n/a
DEO,Diageo plc,NYSE,$76.6B,$9133.18,Consumer Non-Durables
CSOD,"Cornerstone OnDemand, Inc.",NASDAQ,$2.09B,$3317.11,Technology
O,Realty Income Corporation,NYSE,$15.47B,$2382.66,Consumer Services
GRAM,Grana y Montero S.A.A.,NYSE,$421.11M,$8117.26,Basic Industries
HBAN,Huntington Bancshares Incorporated,NASDAQ,$14.37B,$8539.48,Finance
TARO,Taro Pharmaceutical Industries Ltd.,NYSE,$4.57B,$9878.10,Health Care
TEP,"Tallgrass Energy Partners, LP",NYSE,$3.4B,$9737.66,Public Utilities
SLQD,iShares 0-5 Year Investment Grade Corporate Bond ETF,NASDAQ,$437.26M,$5832.13,n/a
OKTA,"Okta, Inc.",NASDAQ,$2.52B,$4862.93,Technology
INSM,"Insmed, Inc.",NASDAQ,$975.44M,$5362.85,Health Care
TV,Grupo Televisa S.A.,NYSE,$14.27B,$2911.96,Consumer Services
NDRA,ENDRA Life Sciences Inc.,NASDAQ,n/a,$1224.53,n/a
SBS,Companhia de saneamento Basico Do Estado De Sao Paulo - Sabesp,NYSE,$6.55B,$9330.30,Public Utilities
SGY,Stone Energy Corporation,NYSE,$470.4M,$9060.46,Energy
FRGI,"Fiesta Restaurant Group, Inc.",NASDAQ,$571.04M,$8801.95,Consumer Services
CCE,Coca-Cola European Partners plc,NYSE,$19.54B,$5620.23,Consumer Non-Durables
STI^E,"SunTrust Banks, Inc.",NYSE,n/a,$4295.17,n/a
RBS^H,Royal Bank Scotland plc (The),NYSE,n/a,$6694.66,Finance
FUND,"Sprott Focus Trust, Inc.",NASDAQ,$179.21M,$8001.21,n/a
PHII,"PHI, Inc.",NASDAQ,$158.76M,$1249.81,Transportation
ENV,"Envestnet, Inc",NYSE,$1.67B,$6601.21,Miscellaneous
FBK,FB Financial Corporation,NYSE,$877.03M,$3509.43,Finance
GIII,"G-III Apparel Group, LTD.",NASDAQ,$1.23B,$7277.06,Consumer Non-Durables
HOLX,"Hologic, Inc.",NASDAQ,$12.41B,$2505.61,Health Care
LHO^J,LaSalle Hotel Properties,NYSE,n/a,$7291.00,n/a
SAIA,"Saia, Inc.",NASDAQ,$1.27B,$9677.66,Transportation
GDL,The GDL Fund,NYSE,$186.14M,$6940.13,n/a
LFUS,"Littelfuse, Inc.",NASDAQ,$3.69B,$2305.38,Consumer Durables
MUH,"Blackrock MuniHoldings Fund II, Inc.",NYSE,$180.01M,$4481.42,n/a
KMPR,Kemper Corporation,NYSE,$2.05B,$2848.75,Finance
DE,Deere & Company,NYSE,$40.91B,$8860.94,Capital Goods
WFC^V,Wells Fargo & Company,NYSE,n/a,$3390.39,n/a
PCK,Pimco California Municipal Income Fund II,NYSE,$324.29M,$2312.74,n/a
SLRC,Solar Capital Ltd.,NASDAQ,$920.44M,$2902.80,n/a
HMC,"Honda Motor Company, Ltd.",NYSE,$50.21B,$3633.32,Capital Goods
GDS,GDS Holdings Limited,NASDAQ,$788.51M,$2962.56,Technology
BGIO,BlackRock 2022 Global Income Opportunity Trust,NYSE,$209.97M,$7319.03,n/a
REXR,"Rexford Industrial Realty, Inc.",NYSE,$1.84B,$3035.82,Consumer Services
CM,Canadian Imperial Bank of Commerce,NYSE,$32.39B,$4400.19,Finance
EZPW,"EZCORP, Inc.",NASDAQ,$491.34M,$8290.34,Consumer Services
PRQR,ProQR Therapeutics N.V.,NASDAQ,$118.13M,$7406.06,Health Care
ASGN,"On Assignment, Inc.",NYSE,$2.87B,$4110.61,Technology
FMY,First Trust,NYSE,$59.41M,$3504.06,n/a
DELTW,Delta Technology Holdings Limited,NASDAQ,n/a,$2853.56,Basic Industries
HIL,"Hill International, Inc.",NYSE,$251.61M,$8950.75,Consumer Services
STI,"SunTrust Banks, Inc.",NYSE,$27.15B,$2202.14,Finance
TTD,"The Trade Desk, Inc.",NASDAQ,$1.99B,$8635.30,Technology
NOW,"ServiceNow, Inc.",NYSE,$17.19B,$6687.95,Technology
KEY^I,KeyCorp,NYSE,n/a,$4551.78,n/a
WVVIP,"Willamette Valley Vineyards, Inc.",NASDAQ,n/a,$6061.05,Consumer Non-Durables
SMG,Scotts Miracle-Gro Company (The),NYSE,$5.23B,$3866.03,Basic Industries
LBF,"Scudder Global High Income Fund, Inc.",NYSE,$56.46M,$8093.06,n/a
APDNW,Applied DNA Sciences Inc,NASDAQ,n/a,$4391.31,Consumer Services
KOPN,Kopin Corporation,NASDAQ,$266.19M,$7922.28,Technology
DYSL,Dynasil Corporation of America,NASDAQ,$20.92M,$1359.69,Capital Goods
MNP,"Western Asset Municipal Partners Fund, Inc.",NYSE,$153.37M,$8681.31,n/a
UIS,Unisys Corporation,NYSE,$625.05M,$6453.40,Technology
TEAM,Atlassian Corporation Plc,NASDAQ,$7.84B,$9250.72,Technology
NTEST,NASDAQ TEST STOCK,NYSE,n/a,$1278.80,n/a
OPGN,"OpGen, Inc.",NASDAQ,$16.16M,$2277.47,Health Care
GGG,Graco Inc.,NYSE,$6.28B,$9974.08,Capital Goods
ALCO,"Alico, Inc.",NASDAQ,$261.12M,$1064.50,Consumer Non-Durables
GD,General Dynamics Corporation,NYSE,$61.14B,$8182.40,Capital Goods
CBPO,"China Biologic Products, Inc.",NASDAQ,$3B,$3090.00,Health Care
ALIM,"Alimera Sciences, Inc.",NASDAQ,$86.97M,$9053.13,Health Care
DNR,Denbury Resources Inc.,NYSE,$569.62M,$7517.86,Energy
MX,MagnaChip Semiconductor Corporation,NYSE,$305.6M,$3049.35,Technology
IONS,"Ionis Pharmaceuticals, Inc.",NASDAQ,$6.16B,$9117.71,Health Care
DNOW,NOW Inc.,NYSE,$1.86B,$4572.11,Energy
PSA^Z,Public Storage,NYSE,n/a,$7462.26,n/a
VSAT,"ViaSat, Inc.",NASDAQ,$3.9B,$3782.57,Technology
MS^F,Morgan Stanley,NYSE,n/a,$3991.65,n/a
CACI,"CACI International, Inc.",NYSE,$2.97B,$3336.53,Technology
SBBX,Sussex Bancorp,NASDAQ,$119.06M,$5736.66,Finance
GENE,Genetic Technologies Ltd,NASDAQ,$12.31M,$9867.28,Health Care
FORD,"Forward Industries, Inc.",NASDAQ,$9.57M,$2993.45,Consumer Non-Durables
HBNC,Horizon Bancorp (IN),NASDAQ,$580.2M,$3101.34,Finance
OFIX,Orthofix International N.V.,NASDAQ,$808.57M,$2299.27,Health Care
BIOP,"Bioptix, Inc",NASDAQ,$19.42M,$6739.73,Health Care
CRH,CRH PLC,NYSE,$30.09B,$1516.59,Capital Goods
MRVL,Marvell Technology Group Ltd.,NASDAQ,$8.71B,$2640.67,Technology
ELLI,"Ellie Mae, Inc.",NYSE,$3.79B,$2623.87,Technology
PRH,"Prudential Financial, Inc.",NYSE,n/a,$1169.66,Finance
MTU,Mitsubishi UFJ Financial Group Inc,NYSE,$87.97B,$1473.51,Finance
RDS.B,Royal Dutch Shell PLC,NYSE,n/a,$3454.91,n/a
BLPH,"Bellerophon Therapeutics, Inc.",NASDAQ,$43.74M,$4648.39,Health Care
SRF,Cushing Energy Income Fund (The),NYSE,$20.79M,$9093.25,n/a
NAN,Nuveen New York Quality Municipal Income Fund,NYSE,$434.22M,$5939.83,n/a
TTC,Toro Company (The),NYSE,$7.81B,$2536.09,Capital Goods
FSBC,"FSB Bancorp, Inc.",NASDAQ,$28.74M,$2920.30,Finance
KBWB,PowerShares KBW Bank Portfolio,NASDAQ,$833.52M,$5301.21,n/a
NYCB,"New York Community Bancorp, Inc.",NYSE,$6.5B,$4305.34,Finance
UTHR,United Therapeutics Corporation,NASDAQ,$5.85B,$5349.39,Health Care
FISI,"Financial Institutions, Inc.",NASDAQ,$443.54M,$5006.20,Finance
CCMP,Cabot Microelectronics Corporation,NASDAQ,$1.88B,$9439.93,Technology
USPH,"U.S. Physical Therapy, Inc.",NYSE,$787.59M,$8394.06,Health Care
CYRXW,"CryoPort, Inc.",NASDAQ,n/a,$6708.96,Transportation
VRSK,"Verisk Analytics, Inc.",NASDAQ,$13.75B,$6049.34,Technology
GAB^H,"Gabelli Equity Trust, Inc. (The)",NYSE,n/a,$5899.22,n/a
SLAB,"Silicon Laboratories, Inc.",NASDAQ,$3B,$1003.79,Technology
PDFS,"PDF Solutions, Inc.",NASDAQ,$527.78M,$2124.21,Technology
NTCT,"NetScout Systems, Inc.",NASDAQ,$3.3B,$8196.73,Technology
AUPH,Aurinia Pharmaceuticals Inc,NASDAQ,$495.07M,$3230.81,Health Care
ICL,Israel Chemicals Shs,NYSE,$5.6B,$6378.02,Basic Industries
ADBE,Adobe Systems Incorporated,NASDAQ,$68.19B,$8563.09,Technology
WMGIZ,Wright Medical Group N.V.,NASDAQ,n/a,$1367.54,Health Care
BRKS,"Brooks Automation, Inc.",NASDAQ,$1.73B,$3248.94,Technology
CBF,Capital Bank Financial Corp.,NASDAQ,$1.99B,$1014.97,Finance
LITE,Lumentum Holdings Inc.,NASDAQ,$3.86B,$2686.71,Consumer Durables
WSTG,"Wayside Technology Group, Inc.",NASDAQ,$88.91M,$2170.38,Technology
PFMT,Performant Financial Corporation,NASDAQ,$127.26M,$4005.27,Consumer Services
NOMD,Nomad Foods Limited,NYSE,$2.6B,$4060.31,Consumer Non-Durables
RACE,Ferrari N.V.,NYSE,$21.61B,$4941.82,Capital Goods
MPLX,MPLX LP,NYSE,$12.54B,$2515.05,Energy
FTI,TechnipFMC plc,NYSE,$12.87B,$8055.07,Energy
GVA,Granite Construction Incorporated,NYSE,$1.97B,$1947.92,Basic Industries
NMK^C,"Niagara Mohawk Holdings, Inc.",NYSE,n/a,$9749.41,Public Utilities
NATR,"Nature's Sunshine Products, Inc.",NASDAQ,$249.94M,$1910.45,Health Care
HOPE,"Hope Bancorp, Inc.",NASDAQ,$2.6B,$7285.96,Finance
PLXP,PLx Pharma Inc.,NASDAQ,$1.04M,$9774.18,Health Care
OSTK,"Overstock.com, Inc.",NASDAQ,$393.68M,$2088.43,Consumer Services
BIF,"USLIFE Income Fund, Inc.",NYSE,$1.02B,$7438.51,n/a
ADES,"Advanced Emissions Solutions, Inc.",NASDAQ,$215.37M,$7193.98,Basic Industries
BOXC,Brookfield Canada Office Properties,NYSE,$649.98M,$2282.93,Consumer Services
TWIN,"Twin Disc, Incorporated",NASDAQ,$194.79M,$4432.68,Technology
SPE^B,Special Opportunities Fund Inc.,NYSE,n/a,$8976.79,n/a
WUBA,58.com Inc.,NYSE,$5.96B,$5229.53,Technology
FARM,Farmer Brothers Company,NASDAQ,$517.13M,$9348.10,Consumer Non-Durables
HMTV,"Hemisphere Media Group, Inc.",NASDAQ,$484.37M,$8405.96,Consumer Services
PRTS,"U.S. Auto Parts Network, Inc.",NASDAQ,$107.35M,$1442.49,Consumer Services
USAP,"Universal Stainless & Alloy Products, Inc.",NASDAQ,$137.52M,$4084.53,Basic Industries
CETV,Central European Media Enterprises Ltd.,NASDAQ,$613.79M,$3694.68,Consumer Services
SJT,San Juan Basin Royalty Trust,NYSE,$324.86M,$1796.02,Energy
EVRI,Everi Holdings Inc.,NYSE,$467.31M,$3082.63,Finance
FITS,The Health and Fitness ETF,NASDAQ,$2.61M,$4647.62,n/a
FIX,"Comfort Systems USA, Inc.",NYSE,$1.33B,$6183.00,Capital Goods
PAA,"Plains All American Pipeline, L.P.",NYSE,$17.99B,$1758.39,Energy
EARS,Auris Medical Holding AG,NASDAQ,$30.59M,$3271.21,Health Care
BBBY,Bed Bath & Beyond Inc.,NASDAQ,$5.09B,$9583.03,Consumer Services
ALEX,"Alexander & Baldwin Holdings, Inc.",NYSE,$2.05B,$5970.12,Finance
MXF,"Mexico Fund, Inc. (The)",NYSE,$260.58M,$3923.41,n/a
DTYL,iPath US Treasury 10-year Bull ETN,NASDAQ,$5.27M,$3301.41,Finance
WLK,Westlake Chemical Corporation,NYSE,$8.21B,$6893.77,Basic Industries
WRB^B,W.R. Berkley Corporation,NYSE,n/a,$7272.60,n/a
KLIC,"Kulicke and Soffa Industries, Inc.",NASDAQ,$1.46B,$6423.47,Technology
HFC,HollyFrontier Corporation,NYSE,$4.66B,$2597.92,Energy
QNST,"QuinStreet, Inc.",NASDAQ,$181.85M,$2171.56,Miscellaneous
MHLD,"Maiden Holdings, Ltd.",NASDAQ,$982.38M,$3327.36,Finance
AFI,"Armstrong Flooring, Inc.",NYSE,$504.86M,$2575.50,Consumer Non-Durables
RDCM,Radcom Ltd.,NASDAQ,$229.93M,$3420.99,Technology
KATE,Kate Spade & Company,NYSE,$2.38B,$1964.17,Consumer Non-Durables
RENX,RELX N.V.,NYSE,$43.1B,$8362.83,Consumer Services
TZOO,Travelzoo,NASDAQ,$131.24M,$3394.43,Technology
JRO,Nuveen Floating Rate Income Opportuntiy Fund,NYSE,$461.83M,$5852.09,n/a
EAGL,Double Eagle Acquisition Corp.,NASDAQ,$628.13M,$5570.80,Finance
SMM,Salient Midstream & MLP Fund,NYSE,$199.02M,$9389.70,n/a
PXD,Pioneer Natural Resources Company,NYSE,$27.01B,$6980.92,Energy
ELOS,Syneron Medical Ltd.,NASDAQ,$385.8M,$9074.22,Health Care
OPXAW,"Opexa Therapeutics, Inc.",NASDAQ,n/a,$2172.23,Health Care
WCN,"Waste Connections, Inc.",NYSE,$26.41B,$7681.82,Public Utilities
IRMD,iRadimed Corporation,NASDAQ,$92.99M,$6171.76,Health Care
KONA,"Kona Grill, Inc.",NASDAQ,$33.83M,$2460.27,Consumer Services
GAB^D,"Gabelli Equity Trust, Inc. (The)",NYSE,n/a,$4710.24,n/a
GWR,"Genesee & Wyoming, Inc.",NYSE,$4.18B,$5963.25,Transportation
MEN,"Blackrock MuniEnhanced Fund, Inc.",NYSE,$352.17M,$8418.44,n/a
VNOM,Viper Energy Partners LP,NASDAQ,$1.59B,$6859.53,Energy
RYI,Ryerson Holding Corporation,NYSE,$332.73M,$6291.64,Basic Industries
XYL,Xylem Inc.,NYSE,$9.71B,$4508.42,Capital Goods
TNAV,"Telenav, Inc.",NASDAQ,$356.44M,$9062.57,Capital Goods
SGH,"SMART Global Holdings, Inc.",NASDAQ,$316.82M,$5576.81,Technology
BIOS,"BioScrip, Inc.",NASDAQ,$306.09M,$9595.09,Health Care
HFBL,"Home Federal Bancorp, Inc. of Louisiana",NASDAQ,$48.46M,$9261.70,Finance
PDCO,"Patterson Companies, Inc.",NASDAQ,$4.55B,$4729.19,Health Care
EXAS,Exact Sciences Corporation,NASDAQ,$3.59B,$7643.84,Health Care
MG,Mistras Group Inc,NYSE,$617.06M,$3989.19,Consumer Services
CYTX,Cytori Therapeutics Inc,NASDAQ,$31.83M,$7791.97,Health Care
COLM,Columbia Sportswear Company,NASDAQ,$3.94B,$7374.98,Consumer Non-Durables
PAYX,"Paychex, Inc.",NASDAQ,$21.95B,$6086.05,Consumer Services
BNTCW,Benitec Biopharma Limited,NASDAQ,n/a,$4336.92,Health Care
UVV,Universal Corporation,NYSE,$1.68B,$2254.89,Consumer Services
AOBC,American Outdoor Brands Corporation,NASDAQ,$1.38B,$7256.92,Capital Goods
MRVL,Marvell Technology Group Ltd.,NASDAQ,$8.71B,$1508.28,Technology
EXAS,Exact Sciences Corporation,NASDAQ,$3.59B,$7546.34,Health Care
QCOM,QUALCOMM Incorporated,NASDAQ,$83.95B,$7061.40,Technology
WSO.B,"Watsco, Inc.",NYSE,n/a,$2823.00,n/a
C^K,Citigroup Inc.,NYSE,n/a,$2182.96,Finance
LPNT,"LifePoint Health, Inc.",NASDAQ,$2.59B,$5338.41,Health Care
SOJB,Southern Company (The),NYSE,n/a,$7545.74,Public Utilities
WSCI,WSI Industries Inc.,NASDAQ,$8.47M,$4705.87,Technology
MGP,MGM Growth Properties LLC,NYSE,$1.68B,$9550.13,Consumer Services
UMH^A,"UMH Properties, Inc.",NYSE,n/a,$3485.34,n/a
PICO,PICO Holdings Inc.,NASDAQ,$386.6M,$7961.52,Finance
PRE^F,PartnerRe Ltd.,NYSE,n/a,$4125.43,n/a
LMOS,Lumos Networks Corp.,NASDAQ,$427.4M,$1791.18,Public Utilities
ACHN,"Achillion Pharmaceuticals, Inc.",NASDAQ,$578.34M,$9515.09,Health Care
MIIIU,M III Acquisition Corp.,NASDAQ,n/a,$5328.60,Finance
LGF.B,Lions Gate Entertainment Corporation,NYSE,n/a,$8177.86,n/a
JTA,Nuveen Tax-Advantaged Total Return Strategy Fund,NYSE,$174.98M,$9437.81,n/a
SCACU,Saban Capital Acquisition Corp.,NASDAQ,n/a,$8767.37,n/a
BC,Brunswick Corporation,NYSE,$5.37B,$7960.63,Energy
KTOVW,Kitov Pharmaceuticals Holdings Ltd.,NASDAQ,n/a,$1962.03,Health Care
SRRA,"Sierra Oncology, Inc.",NASDAQ,$59.59M,$5294.69,Health Care
VERI,"Veritone, Inc.",NASDAQ,$167.67M,$4839.30,Technology
ENOC,"EnerNOC, Inc.",NASDAQ,$179.44M,$3755.55,Technology
PSB^U,"PS Business Parks, Inc.",NYSE,n/a,$5659.17,n/a
XENT,"Intersect ENT, Inc.",NASDAQ,$749.53M,$4688.79,Health Care
MMAC,"MMA Capital Management, LLC",NASDAQ,$132.13M,$3002.96,Finance
SERV,"ServiceMaster Global Holdings, Inc.",NYSE,$5.33B,$3233.08,Consumer Services
KIRK,"Kirkland's, Inc.",NASDAQ,$147.55M,$3564.00,Consumer Services
DPLO,"Diplomat Pharmacy, Inc.",NYSE,$1.21B,$4536.39,Health Care
FOR,Forestar Group Inc,NYSE,$683.54M,$8817.81,Finance
BBL,BHP Billiton plc,NYSE,$79.44B,$6205.28,Energy
RBS^S,Royal Bank Scotland plc (The),NYSE,n/a,$9939.14,n/a
LTRX,"Lantronix, Inc.",NASDAQ,$40.45M,$3050.63,Technology
CFFI,C&F Financial Corporation,NASDAQ,$167.21M,$7408.64,Finance
NM^H,Navios Maritime Holdings Inc.,NYSE,n/a,$7295.05,n/a
WHF,"WhiteHorse Finance, Inc.",NASDAQ,$262.86M,$9881.62,n/a
CVG,Convergys Corporation,NYSE,$2.28B,$5807.50,Technology
ARLZ,Aralez Pharmaceuticals Inc.,NASDAQ,$79.48M,$4365.14,Health Care
VALE.P,VALE S.A.,NYSE,n/a,$4957.02,n/a
GVA,Granite Construction Incorporated,NYSE,$1.97B,$2701.73,Basic Industries
ACCO,Acco Brands Corporation,NYSE,$1.24B,$4651.67,Consumer Durables
JHG,Janus Henderson Group plc,NYSE,$367.06M,$7549.15,Finance
PCLN,The Priceline Group Inc. ,NASDAQ,$88.58B,$4877.31,Miscellaneous
SBAC,SBA Communications Corporation,NASDAQ,$16.14B,$8811.47,Consumer Services
ARDM,Aradigm Corporation,NASDAQ,$22.79M,$8601.01,Health Care
MTCH,"Match Group, Inc.",NASDAQ,$4.4B,$3277.14,Technology
PLSE,"Pulse Biosciences, Inc",NASDAQ,$494.01M,$6415.31,Health Care
QTRH,Quarterhill Inc.,NASDAQ,$175.49M,$1427.77,Miscellaneous
PRKR,"ParkerVision, Inc.",NASDAQ,$41.59M,$2660.03,Technology
CRC,California Resources Corporation,NYSE,$441.26M,$3518.73,Energy
LTC,"LTC Properties, Inc.",NYSE,$1.98B,$1428.51,Consumer Services
MMYT,MakeMyTrip Limited,NASDAQ,$1.6B,$6229.84,Consumer Services
AFSI,"AmTrust Financial Services, Inc.",NASDAQ,$2.76B,$9887.68,Finance
CDZI,"Cadiz, Inc.",NASDAQ,$299.37M,$6700.72,Public Utilities
EEMA,iShares MSCI Emerging Markets Asia Index Fund,NASDAQ,$356.59M,$9730.82,n/a
CGBD,"TCG BDC, Inc.",NASDAQ,n/a,$3064.82,n/a
MMDMU,Modern Media Acquisition Corp.,NASDAQ,n/a,$6742.96,Finance
CLBS,"Caladrius Biosciences, Inc.",NASDAQ,$40.32M,$1573.77,Health Care
FCFS,"First Cash, Inc.",NASDAQ,$2.69B,$3300.44,Consumer Services
PII,Polaris Industries Inc.,NYSE,$5.46B,$5587.79,Capital Goods
PENN,"Penn National Gaming, Inc.",NASDAQ,$1.95B,$7305.97,Consumer Services
DNB,Dun & Bradstreet Corporation (The),NYSE,$3.91B,$8386.63,Finance
SRCE,1st Source Corporation,NASDAQ,$1.27B,$1412.81,Finance
LPCN,Lipocine Inc.,NASDAQ,$74.57M,$8972.46,Health Care
BR,"Broadridge Financial Solutions, Inc.",NYSE,$8.86B,$5718.14,Miscellaneous
WFC^Y,Wells Fargo & Company,NYSE,n/a,$7785.49,n/a
CTMX,"CytomX Therapeutics, Inc.",NASDAQ,$499.8M,$1113.86,Health Care
TSM,Taiwan Semiconductor Manufacturing Company Ltd.,NYSE,$186.02B,$2325.43,Technology
